loan,duration,poutcome,job,y
no,663,unknown,admin.,yes
no,674,unknown,technician,yes
no,526,unknown,blue-collar,yes
no,401,unknown,management,yes
no,1321,unknown,management,yes
no,797,unknown,technician,yes
no,352,unknown,self-employed,yes
no,670,unknown,technician,yes
no,429,unknown,technician,yes
no,1182,unknown,management,yes
no,876,unknown,technician,yes
no,895,unknown,technician,yes
no,341,unknown,technician,yes
no,193,unknown,technician,yes
no,1306,unknown,technician,yes
no,243,unknown,management,yes
yes,994,unknown,services,yes
no,507,unknown,management,yes
no,784,unknown,blue-collar,yes
no,317,unknown,management,yes
no,512,unknown,management,yes
no,809,unknown,technician,yes
yes,523,unknown,management,yes
no,669,unknown,management,yes
no,419,unknown,technician,yes
no,780,unknown,services,yes
no,459,unknown,services,yes
no,1000,unknown,technician,yes
yes,733,unknown,management,yes
no,580,unknown,technician,yes
no,848,unknown,management,yes
no,1242,unknown,technician,yes
no,922,unknown,management,yes
no,1206,unknown,management,yes
no,716,unknown,management,yes
no,856,unknown,blue-collar,yes
no,386,unknown,management,yes
no,384,unknown,management,yes
no,545,unknown,management,yes
no,1070,unknown,management,yes
no,610,unknown,housemaid,yes
no,699,unknown,management,yes
no,917,unknown,management,yes
no,744,unknown,management,yes
no,608,unknown,management,yes
no,1141,unknown,management,yes
no,734,unknown,management,yes
no,1238,unknown,management,yes
no,720,unknown,management,yes
no,933,unknown,technician,yes
no,663,unknown,blue-collar,yes
no,1242,unknown,management,yes
no,444,unknown,technician,yes
yes,418,unknown,blue-collar,yes
yes,1080,unknown,management,yes
no,479,unknown,blue-collar,yes
no,645,unknown,unemployed,yes
no,506,unknown,retired,yes
no,768,unknown,management,yes
no,1134,unknown,blue-collar,yes
no,1282,unknown,management,yes
no,971,unknown,management,yes
no,396,unknown,unemployed,yes
no,507,unknown,management,yes
no,439,unknown,technician,yes
no,865,unknown,management,yes
yes,1103,unknown,technician,yes
no,1181,unknown,self-employed,yes
no,1133,unknown,management,yes
no,884,unknown,management,yes
no,926,unknown,technician,yes
no,587,unknown,technician,yes
no,696,unknown,blue-collar,yes
no,645,unknown,blue-collar,yes
no,473,unknown,unemployed,yes
no,559,unknown,blue-collar,yes
no,1092,unknown,management,yes
no,453,unknown,management,yes
no,1344,unknown,technician,yes
no,1307,unknown,management,yes
no,1344,unknown,management,yes
no,978,unknown,management,yes
no,432,unknown,management,yes
no,1613,unknown,technician,yes
no,664,unknown,technician,yes
no,1735,unknown,technician,yes
no,940,unknown,management,yes
no,796,unknown,management,yes
no,1842,unknown,technician,yes
no,969,unknown,retired,yes
yes,823,unknown,technician,yes
yes,703,unknown,entrepreneur,yes
no,618,unknown,technician,yes
no,526,unknown,management,yes
no,455,unknown,retired,yes
no,846,unknown,management,yes
no,1149,unknown,technician,yes
no,665,unknown,self-employed,yes
no,641,unknown,retired,yes
no,404,unknown,technician,yes
no,657,unknown,management,yes
no,737,unknown,management,yes
no,871,unknown,management,yes
no,838,unknown,services,yes
no,379,unknown,management,yes
no,851,unknown,technician,yes
no,1314,unknown,management,yes
no,990,unknown,technician,yes
no,529,unknown,admin.,yes
no,1148,unknown,management,yes
no,904,unknown,management,yes
no,707,unknown,technician,yes
no,632,unknown,retired,yes
no,593,unknown,technician,yes
no,552,unknown,entrepreneur,yes
no,857,unknown,management,yes
no,518,unknown,housemaid,yes
no,505,unknown,technician,yes
no,834,unknown,services,yes
no,1184,unknown,technician,yes
no,698,unknown,management,yes
no,1151,unknown,management,yes
no,1231,unknown,blue-collar,yes
no,904,unknown,management,yes
no,1579,unknown,unemployed,yes
no,1871,unknown,technician,yes
yes,618,unknown,blue-collar,yes
no,773,unknown,technician,yes
no,762,unknown,management,yes
no,671,unknown,blue-collar,yes
no,638,unknown,management,yes
no,594,unknown,technician,yes
no,625,unknown,blue-collar,yes
no,882,unknown,management,yes
no,528,unknown,technician,yes
no,309,unknown,management,yes
no,697,unknown,technician,yes
no,471,unknown,management,yes
no,520,unknown,blue-collar,yes
no,384,unknown,management,yes
no,1576,unknown,management,yes
no,504,unknown,technician,yes
no,998,unknown,management,yes
no,194,unknown,retired,yes
no,724,unknown,technician,yes
no,645,unknown,technician,yes
no,1293,unknown,technician,yes
no,950,unknown,management,yes
no,687,unknown,admin.,yes
no,1032,unknown,management,yes
no,290,unknown,management,yes
no,836,unknown,self-employed,yes
no,480,unknown,management,yes
no,649,unknown,management,yes
no,921,unknown,management,yes
no,467,unknown,admin.,yes
no,552,unknown,self-employed,yes
no,875,unknown,technician,yes
no,588,unknown,management,yes
no,763,unknown,management,yes
no,1408,unknown,technician,yes
no,718,unknown,technician,yes
no,921,unknown,admin.,yes
no,627,unknown,technician,yes
no,625,unknown,technician,yes
no,703,unknown,admin.,yes
no,1503,unknown,technician,yes
no,644,unknown,technician,yes
no,913,unknown,technician,yes
no,819,unknown,blue-collar,yes
no,788,unknown,management,yes
no,946,unknown,services,yes
yes,1532,unknown,services,yes
no,793,unknown,admin.,yes
no,81,unknown,blue-collar,yes
no,686,unknown,management,yes
no,1877,unknown,self-employed,yes
no,1123,unknown,management,yes
no,576,unknown,management,yes
no,579,unknown,self-employed,yes
no,336,unknown,technician,yes
no,739,unknown,technician,yes
no,520,unknown,technician,yes
no,1258,unknown,management,yes
no,528,unknown,blue-collar,yes
no,1329,unknown,blue-collar,yes
no,686,unknown,management,yes
no,565,unknown,services,yes
no,604,unknown,entrepreneur,yes
no,1241,unknown,admin.,yes
no,735,unknown,unemployed,yes
no,671,unknown,technician,yes
no,626,unknown,retired,yes
no,363,unknown,technician,yes
no,961,unknown,management,yes
no,472,unknown,housemaid,yes
no,1152,unknown,blue-collar,yes
no,606,unknown,blue-collar,yes
no,731,unknown,management,yes
no,930,unknown,technician,yes
no,497,unknown,management,yes
no,630,unknown,management,yes
no,366,unknown,blue-collar,yes
no,1374,unknown,technician,yes
no,372,unknown,retired,yes
no,958,unknown,management,yes
no,664,unknown,unknown,yes
no,388,unknown,admin.,yes
no,428,unknown,technician,yes
no,1223,unknown,management,yes
no,1000,unknown,management,yes
no,556,unknown,unemployed,yes
no,609,unknown,self-employed,yes
no,581,unknown,technician,yes
no,1033,unknown,management,yes
no,1040,unknown,retired,yes
no,672,unknown,services,yes
no,519,unknown,technician,yes
no,512,unknown,management,yes
no,763,unknown,management,yes
no,976,unknown,technician,yes
no,645,unknown,management,yes
no,523,unknown,management,yes
no,1642,unknown,technician,yes
no,583,unknown,management,yes
no,730,unknown,self-employed,yes
no,965,unknown,technician,yes
no,535,unknown,technician,yes
no,2372,unknown,blue-collar,yes
no,1126,unknown,admin.,yes
yes,908,unknown,management,yes
no,643,unknown,technician,yes
no,695,unknown,management,yes
yes,270,unknown,technician,yes
no,235,unknown,self-employed,yes
no,223,unknown,management,yes
yes,3253,unknown,self-employed,yes
yes,478,unknown,admin.,yes
no,133,unknown,technician,yes
no,312,unknown,management,yes
no,718,unknown,technician,yes
no,2016,unknown,blue-collar,yes
yes,294,unknown,admin.,yes
yes,519,other,admin.,yes
no,144,failure,services,yes
yes,187,unknown,admin.,yes
no,676,unknown,blue-collar,yes
no,157,unknown,student,yes
no,181,unknown,technician,yes
yes,313,unknown,self-employed,yes
no,138,unknown,management,yes
no,140,failure,management,yes
no,80,unknown,admin.,yes
no,134,unknown,entrepreneur,yes
no,518,success,technician,yes
no,301,unknown,unknown,yes
no,171,unknown,services,yes
no,112,unknown,technician,yes
no,97,unknown,admin.,yes
no,305,unknown,management,yes
no,228,unknown,admin.,yes
no,376,unknown,admin.,yes
no,207,unknown,technician,yes
no,150,unknown,entrepreneur,yes
no,131,unknown,entrepreneur,yes
no,251,unknown,management,yes
no,125,unknown,admin.,yes
no,141,unknown,technician,yes
no,154,unknown,management,yes
yes,135,unknown,management,yes
yes,540,unknown,technician,yes
no,171,unknown,management,yes
yes,11,unknown,management,yes
no,266,unknown,management,yes
no,248,unknown,management,yes
no,234,unknown,technician,yes
no,132,unknown,retired,yes
no,154,unknown,housemaid,yes
no,160,unknown,blue-collar,yes
no,227,unknown,admin.,yes
no,158,unknown,blue-collar,yes
no,615,unknown,retired,yes
no,399,unknown,management,yes
no,465,unknown,technician,yes
yes,169,unknown,admin.,yes
no,268,unknown,management,yes
no,253,unknown,services,yes
no,204,unknown,self-employed,yes
no,669,unknown,retired,yes
no,234,unknown,management,yes
no,150,unknown,management,yes
no,154,unknown,technician,yes
no,319,unknown,management,yes
no,299,unknown,blue-collar,yes
no,524,unknown,admin.,yes
no,248,unknown,management,yes
no,486,unknown,management,yes
no,158,unknown,self-employed,yes
no,114,failure,admin.,yes
no,378,unknown,blue-collar,yes
no,494,unknown,housemaid,yes
no,90,unknown,blue-collar,yes
no,160,unknown,entrepreneur,yes
no,231,unknown,admin.,yes
no,239,unknown,student,yes
no,162,unknown,unemployed,yes
no,132,unknown,blue-collar,yes
no,172,unknown,blue-collar,yes
no,160,unknown,management,yes
no,179,unknown,technician,yes
yes,1789,unknown,management,yes
no,1077,unknown,technician,yes
no,564,unknown,blue-collar,yes
yes,1303,unknown,blue-collar,yes
no,434,unknown,management,yes
no,890,unknown,technician,yes
no,651,failure,services,yes
no,696,unknown,unemployed,yes
no,984,unknown,management,yes
yes,761,unknown,retired,yes
yes,540,unknown,management,yes
no,789,unknown,self-employed,yes
no,1091,success,retired,yes
no,1132,unknown,services,yes
no,1210,failure,technician,yes
yes,652,failure,entrepreneur,yes
yes,454,unknown,technician,yes
no,514,unknown,blue-collar,yes
no,1978,unknown,admin.,yes
no,854,unknown,technician,yes
no,1164,unknown,entrepreneur,yes
no,676,unknown,management,yes
no,486,unknown,technician,yes
no,835,unknown,technician,yes
no,929,unknown,entrepreneur,yes
no,596,other,management,yes
no,924,unknown,management,yes
no,453,unknown,entrepreneur,yes
yes,419,other,technician,yes
no,897,unknown,management,yes
no,1855,unknown,management,yes
yes,1034,unknown,management,yes
no,578,unknown,technician,yes
no,1181,unknown,entrepreneur,yes
no,716,other,management,yes
no,1437,unknown,management,yes
no,150,unknown,blue-collar,yes
no,482,unknown,self-employed,yes
no,898,unknown,admin.,yes
no,1122,unknown,entrepreneur,yes
no,543,unknown,management,yes
no,366,unknown,management,yes
no,819,unknown,technician,yes
no,511,unknown,management,yes
no,418,success,management,yes
yes,1554,unknown,management,yes
no,820,unknown,blue-collar,yes
yes,686,unknown,services,yes
yes,925,unknown,self-employed,yes
no,814,unknown,technician,yes
no,1081,unknown,management,yes
no,1084,failure,self-employed,yes
no,1015,other,management,yes
no,489,unknown,management,yes
no,694,unknown,retired,yes
no,853,unknown,services,yes
no,561,unknown,unemployed,yes
no,424,other,technician,yes
no,998,unknown,blue-collar,yes
no,1057,unknown,blue-collar,yes
no,522,success,unemployed,yes
yes,1502,unknown,services,yes
no,472,unknown,self-employed,yes
no,623,other,blue-collar,yes
no,337,unknown,technician,yes
no,1265,unknown,management,yes
no,485,unknown,admin.,yes
yes,589,unknown,entrepreneur,yes
no,644,unknown,technician,yes
no,1792,unknown,admin.,yes
no,783,other,management,yes
no,680,failure,retired,yes
no,1468,unknown,self-employed,yes
no,709,unknown,management,yes
no,1102,unknown,admin.,yes
no,639,success,management,yes
no,1720,unknown,blue-collar,yes
yes,276,failure,technician,yes
yes,477,unknown,blue-collar,yes
yes,670,unknown,blue-collar,yes
no,405,unknown,services,yes
no,531,unknown,services,yes
no,628,unknown,technician,yes
no,1192,unknown,self-employed,yes
no,283,unknown,technician,yes
yes,454,unknown,self-employed,yes
yes,728,unknown,management,yes
no,993,unknown,services,yes
no,478,unknown,services,yes
no,755,other,technician,yes
yes,994,failure,blue-collar,yes
no,1503,unknown,services,yes
no,871,unknown,entrepreneur,yes
no,329,unknown,services,yes
no,531,failure,technician,yes
no,543,other,blue-collar,yes
no,857,unknown,technician,yes
no,931,unknown,unemployed,yes
no,593,unknown,services,yes
no,691,unknown,self-employed,yes
yes,1258,other,blue-collar,yes
no,677,unknown,blue-collar,yes
no,1490,unknown,technician,yes
no,562,unknown,management,yes
no,1154,unknown,blue-collar,yes
no,705,unknown,blue-collar,yes
no,1035,unknown,admin.,yes
yes,736,unknown,management,yes
no,253,unknown,management,yes
no,888,failure,entrepreneur,yes
yes,370,other,technician,yes
no,500,failure,services,yes
no,488,unknown,technician,yes
no,1025,unknown,retired,yes
no,768,unknown,admin.,yes
no,758,unknown,blue-collar,yes
no,653,unknown,entrepreneur,yes
no,841,unknown,blue-collar,yes
yes,871,unknown,blue-collar,yes
no,1532,unknown,technician,yes
no,952,unknown,blue-collar,yes
no,1341,failure,unemployed,yes
no,2420,unknown,technician,yes
no,1598,unknown,technician,yes
no,295,unknown,management,yes
no,945,unknown,blue-collar,yes
yes,1059,unknown,services,yes
no,2453,unknown,blue-collar,yes
no,615,failure,blue-collar,yes
no,517,unknown,management,yes
no,714,unknown,admin.,yes
no,729,unknown,blue-collar,yes
no,591,failure,technician,yes
yes,1158,unknown,admin.,yes
no,614,unknown,self-employed,yes
no,558,unknown,management,yes
no,504,unknown,self-employed,yes
no,528,unknown,management,yes
no,530,failure,management,yes
no,648,unknown,management,yes
no,609,unknown,housemaid,yes
no,710,unknown,management,yes
no,530,unknown,admin.,yes
no,529,unknown,admin.,yes
yes,635,failure,self-employed,yes
no,641,unknown,services,yes
yes,436,other,management,yes
no,462,unknown,unemployed,yes
no,824,unknown,management,yes
no,957,failure,management,yes
no,758,unknown,technician,yes
no,963,unknown,blue-collar,yes
no,796,failure,blue-collar,yes
no,1022,unknown,blue-collar,yes
no,553,unknown,management,yes
no,372,unknown,services,yes
yes,849,unknown,admin.,yes
no,893,unknown,services,yes
no,555,unknown,admin.,yes
no,316,other,management,yes
no,850,unknown,management,yes
no,749,unknown,unemployed,yes
yes,902,other,technician,yes
yes,1074,unknown,management,yes
yes,980,unknown,technician,yes
no,937,unknown,technician,yes
no,549,unknown,entrepreneur,yes
no,654,unknown,technician,yes
no,834,unknown,student,yes
no,1571,unknown,student,yes
no,536,unknown,management,yes
no,566,unknown,admin.,yes
no,664,unknown,management,yes
no,579,unknown,management,yes
no,1555,unknown,unemployed,yes
no,373,unknown,unemployed,yes
no,504,failure,unknown,yes
no,314,unknown,management,yes
no,459,unknown,technician,yes
no,1540,unknown,technician,yes
no,663,unknown,management,yes
no,681,unknown,services,yes
yes,808,unknown,admin.,yes
no,775,unknown,technician,yes
no,705,unknown,management,yes
no,965,unknown,blue-collar,yes
no,1222,unknown,management,yes
no,534,unknown,services,yes
yes,331,unknown,management,yes
no,1555,unknown,admin.,yes
yes,925,unknown,management,yes
no,8,unknown,unemployed,yes
yes,119,unknown,management,yes
no,602,other,services,yes
no,997,unknown,services,yes
no,1048,unknown,technician,yes
no,1387,unknown,unemployed,yes
no,1232,unknown,technician,yes
no,622,unknown,admin.,yes
no,829,unknown,unknown,yes
yes,872,unknown,self-employed,yes
no,769,unknown,unknown,yes
no,1199,unknown,technician,yes
no,1451,unknown,unemployed,yes
yes,944,unknown,services,yes
no,968,unknown,admin.,yes
no,1181,unknown,services,yes
no,1101,unknown,blue-collar,yes
no,470,unknown,blue-collar,yes
no,801,unknown,unemployed,yes
yes,750,unknown,technician,yes
no,1165,unknown,blue-collar,yes
no,1600,unknown,unemployed,yes
no,1473,unknown,management,yes
no,696,unknown,blue-collar,yes
no,1249,unknown,self-employed,yes
no,866,unknown,technician,yes
no,692,unknown,services,yes
no,1917,unknown,unemployed,yes
no,475,unknown,management,yes
yes,1451,unknown,technician,yes
no,2770,unknown,management,yes
no,771,unknown,technician,yes
no,532,unknown,student,yes
no,726,unknown,services,yes
no,931,unknown,admin.,yes
yes,922,unknown,entrepreneur,yes
no,1776,unknown,admin.,yes
no,808,unknown,blue-collar,yes
no,707,other,unemployed,yes
no,1136,unknown,services,yes
no,326,unknown,technician,yes
no,215,failure,technician,yes
no,803,unknown,unemployed,yes
no,781,unknown,technician,yes
no,265,unknown,retired,yes
no,125,unknown,technician,yes
no,1086,unknown,management,yes
no,749,unknown,unemployed,yes
no,699,failure,unemployed,yes
no,492,unknown,unemployed,yes
no,588,unknown,student,yes
no,935,unknown,retired,yes
no,430,unknown,management,yes
no,302,unknown,admin.,yes
no,855,unknown,unemployed,yes
no,177,unknown,admin.,yes
no,531,success,services,yes
no,415,unknown,retired,yes
no,626,unknown,management,yes
no,938,unknown,services,yes
no,521,unknown,management,yes
no,670,unknown,management,yes
no,1790,unknown,blue-collar,yes
no,285,unknown,management,yes
no,258,failure,management,yes
no,402,unknown,self-employed,yes
no,280,unknown,technician,yes
yes,751,failure,admin.,yes
no,1420,unknown,services,yes
no,1425,unknown,blue-collar,yes
yes,436,unknown,blue-collar,yes
no,1223,unknown,student,yes
no,467,unknown,technician,yes
no,981,failure,unemployed,yes
no,289,other,management,yes
no,211,unknown,blue-collar,yes
no,297,unknown,technician,yes
no,369,unknown,admin.,yes
yes,189,unknown,admin.,yes
no,360,unknown,retired,yes
no,298,unknown,unemployed,yes
no,251,unknown,management,yes
no,996,unknown,management,yes
no,650,unknown,technician,yes
no,906,unknown,blue-collar,yes
no,261,failure,technician,yes
no,152,other,management,yes
no,157,unknown,blue-collar,yes
no,1393,unknown,technician,yes
no,261,unknown,retired,yes
no,1635,unknown,management,yes
no,1528,unknown,blue-collar,yes
no,303,unknown,management,yes
no,372,unknown,unemployed,yes
no,182,success,management,yes
no,239,unknown,management,yes
no,443,unknown,management,yes
no,1404,unknown,entrepreneur,yes
